drug,fold,role,model_id
gemcitabine,5,test,ACH-000463
gemcitabine,5,test,ACH-000651
gemcitabine,5,test,ACH-000192
gemcitabine,5,test,ACH-000966
gemcitabine,5,test,ACH-000042
gemcitabine,5,test,ACH-000191
gemcitabine,5,test,ACH-000452
gemcitabine,5,test,ACH-000929
gemcitabine,5,test,ACH-000390
gemcitabine,5,test,ACH-000878
gemcitabine,5,test,ACH-000211
gemcitabine,5,test,ACH-000096
gemcitabine,5,test,ACH-000444
gemcitabine,5,test,ACH-000307
gemcitabine,5,test,ACH-000510
gemcitabine,5,test,ACH-000288
gemcitabine,5,test,ACH-000666
